2	762.254	4.06519	1693.8	4.2282
4	2236.94	4.20693	5525.47	4.13284
6	3267.74	4.12816	8801.51	4.0474
8	4497.91	4.13677	11510.7	4.55906
10	5709.81	4.10343	14691.7	4.27067
12	7358.63	4.54816	17739.1	4.36275
14	8659.31	4.06487	23787.1	4.48603
16	11142.1	4.12413	22154.1	4.42466
18	11168.8	4.04342	27532.6	4.16849
20	11172.7	4.0622	28976.5	4.31154
22	13362.6	4.27321	34646.8	4.32218
24	14377.4	3.98587	34582	4.8093
26	17196	4.1406	43697.3	4.32939
